make,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,estimated_price,registration_year
mercedes-benz,2010.0,2010-07-08,luxury sedan,"coe car, premium ad car, low mileage car",auto,1695.0,150.0,1796.0,6.0,14930.0,33568,1364.0,20352.0,120000.0,56896.0,56896.0,90500.0,192500,2010
bmw,2021.0,2021-11-05,sports car,"parf car, rare & exotic",auto,1730.0,375.0,2993.0,1.0,42200.0,85000,2378.0,175894.0,28800.0,101943.0,155498.0,389800.0,411000,2021
nissan,2015.0,2015-09-30,suv,parf car,auto,1285.0,85.0,1197.0,3.0,13010.0,57498,508.0,14797.0,119500.0,18413.0,13413.0,23500.0,124800,2015
honda,2018.0,2018-06-22,hatchback,"parf car, premium ad car",auto,1088.0,96.0,1498.0,1.0,15250.0,38001,684.0,25949.0,74449.0,16905.0,16905.0,68500.0,85000,2018
lexus,2006.0,2006-07-13,luxury sedan,"coe car, consignment car",auto,1625.0,153.0,2500.0,4.0,15350.0,46048,2700.0,8642.0,156756.5,36638.0,40302.0,28800.0,125000,2006
skoda,2019.0,2019-08-29,mid-sized sedan,"parf car, premium ad car",auto,1289.0,110.0,1395.0,1.0,13360.0,40001,624.0,34224.0,65800.0,18702.0,18702.0,76800.0,118000,2019
hyundai,2018.0,2018-02-20,mid-sized sedan,"parf car, low mileage car, sgcarmart warranty cars",auto,1115.0,73.0,1368.0,1.0,12170.0,40000,608.0,19149.0,50000.0,7761.0,7761.0,46800.0,85000,2018
toyota,2016.0,2016-09-29,suv,parf car,auto,1580.0,111.0,1986.0,2.0,17610.0,55501,1196.0,28926.0,98000.0,28606.0,27049.0,53800.0,179800,2016
bmw,2020.0,2020-09-28,luxury sedan,parf car,auto,1540.0,135.0,1998.0,1.0,20410.0,41510,1210.0,75893.0,51000.0,52919.0,67255.0,158800.0,239800,2020
bmw,2010.0,2010-05-18,luxury sedan,"coe car, premium ad car",auto,1700.0,225.0,2979.0,6.0,17160.0,38071,3543.0,21080.0,186400.0,64813.0,64813.0,95000.0,215000,2010
nissan,2015.0,2015-09-15,suv,"parf car, sgcarmart warranty cars",auto,1285.0,85.0,1197.0,3.0,12070.0,56209,508.0,13937.0,115000.0,18413.0,13413.0,20800.0,124800,2015
opel,2017.0,2017-12-28,hatchback,"parf car, low mileage car",auto,1188.0,77.0,999.0,2.0,12690.0,42339,392.0,17866.0,42000.0,19608.0,5000.0,46300.0,100000,2017
bentley,2022.0,2023-02-23,suv,"parf car, premium ad car, low mileage car",auto,2499.0,404.0,3996.0,2.0,114010.0,114009,3944.0,550847.0,15000.0,305842.0,612853.0,1280000.0,1020000,2023
renault,2014.0,2014-08-29,van,direct owner sale,manual,1400.0,,1461.0,3.0,,26509,,80.0,112168.0,18883.0,945.0,1700.0,47000,2014
toyota,2019.0,2020-06-03,mpv,"parf car, hybrid cars",auto,1610.0,100.0,1797.0,1.0,21690.0,30012,974.0,41012.0,42000.0,34860.0,30804.0,144800.0,182888,2020
mercedes-benz,2009.0,2009-11-30,luxury sedan,coe car,auto,1650.0,150.0,1796.0,3.0,13720.0,35411,1461.0,17269.0,150100.0,55057.0,55057.0,66888.0,222000,2009
lexus,2008.0,2009-03-13,suv,"coe car, hybrid cars",auto,2040.0,155.0,3311.0,3.0,11770.0,33018,4308.0,15659.0,145000.0,62826.0,37696.0,55800.0,120000,2009
Toyota,2017.0,2017-04-27,mpv,parf car,auto,1360.0,105.0,1798.0,2.0,16000.0,54000,976.0,27433.0,137123.0,19955.0,19955.0,55800.0,90000,2017
hyundai,2021.0,2022-04-01,suv,"parf car, hybrid cars",auto,1376.0,96.0,1580.0,1.0,15670.0,47001,732.0,46851.0,33152.0,26918.0,14686.0,126800.0,131000,2022
bmw,2016.0,2017-01-03,suv,"parf car, premium ad car",auto,1430.0,100.0,1499.0,2.0,18750.0,46229,684.0,29956.0,99000.0,30895.0,30253.0,63000.0,203000,2017
mercedes-benz,2016.0,2017-04-28,luxury sedan,"parf car, premium ad car",auto,1395.0,115.0,1595.0,2.0,19210.0,54000,740.0,32216.0,120944.0,29743.0,28641.0,67800.0,190000,2017
bmw,2017.0,2018-01-24,luxury sedan,"parf car, direct owner sale",auto,1770.0,240.0,2998.0,2.0,28980.0,42661,2384.0,98179.0,90000.0,86942.0,128496.0,163800.0,313000,2018
toyota,2015.0,2016-02-18,suv,parf car,auto,1610.0,111.0,1986.0,2.0,20580.0,38610,1196.0,26600.0,108112.0,31852.0,36593.0,52800.0,195800,2016
honda,2019.0,2019-10-25,mpv,"parf car, low mileage car, hybrid cars",auto,1430.0,101.0,1496.0,1.0,16860.0,41805,682.0,36458.0,35001.0,26232.0,18725.0,99800.0,158800,2019
ferrari,2008.0,2011-01-27,sports car,"coe car, rare & exotic, low mileage car",auto,1430.0,357.0,4308.0,5.0,54800.0,40714,6205.0,26659.0,55800.0,225146.0,225146.0,359000.0,450000,2011
bmw,2009.0,2010-12-13,sports car,"coe car, low mileage car",auto,1600.0,225.0,2979.0,5.0,15050.0,40714,3307.0,26447.0,119000.0,56544.0,56544.0,97800.0,215000,2010
volkswagen,2013.0,2013-04-30,hatchback,coe car,auto,1249.0,90.0,1395.0,5.0,13370.0,43339,749.0,33579.0,149000.0,20921.0,6290.0,51800.0,101000,2013
mazda,2020.0,2020-09-21,suv,"parf car, sgcarmart warranty cars",auto,1576.0,121.0,1998.0,2.0,16950.0,41510,1210.0,51136.0,67448.0,29958.0,33942.0,121800.0,187888,2020
audi,2017.0,2017-05-29,luxury sedan,"parf car, premium ad car",auto,1280.0,85.0,999.0,1.0,15430.0,51106,392.0,24972.0,125000.0,24616.0,16463.0,53800.0,171800,2017
nissan,2023.0,2024-06-13,van,"almost new car, premium ad car",auto,1220.0,,1597.0,1.0,9080.0,61273,,61256.0,5200.0,15484.0,775.0,90800.0,110000,2024
nissan,2016.0,2016-05-23,suv,parf car,auto,1626.0,106.0,1997.0,1.0,17600.0,51010,1210.0,22799.0,84000.0,22509.0,23513.0,45800.0,133800,2016
hyundai,2008.0,2008-07-12,hatchback,"coe car, premium ad car, low mileage car",auto,1314.0,89.0,1591.0,1.0,11080.0,38214,1107.0,15453.0,82000.0,15662.0,15662.0,44800.0,100000,2008
mazda,2008.0,2009-04-27,sports car,"coe car, premium ad car",auto,1407.0,158.0,1308.0,5.0,13150.0,25525,858.0,12028.0,168000.0,38491.0,38491.0,61988.0,46000,2009
honda,2018.0,2018-05-30,mid-sized sedan,"parf car, premium ad car",auto,1096.0,88.0,1497.0,2.0,13280.0,38510,684.0,26030.0,141000.0,17094.0,17094.0,60000.0,103800,2018
mercedes-benz,2015.0,2016-01-06,luxury sedan,parf car,auto,1425.0,115.0,1595.0,3.0,20850.0,57501,740.0,29094.0,110000.0,35428.0,36600.0,50800.0,211000,2016
hyundai,2018.0,2018-02-14,suv,parf car,auto,1594.0,130.0,1591.0,2.0,15580.0,42322,738.0,25052.0,78000.0,16065.0,16065.0,61800.0,146800,2018
subaru,2016.0,2017-06-06,mid-sized sedan,parf car,auto,1438.0,115.0,1995.0,2.0,13930.0,46229,1208.0,25710.0,79500.0,20821.0,21150.0,49800.0,121800,2017
maserati,2013.0,2015-01-08,sports car,"parf car, premium ad car, low mileage car",auto,1880.0,338.0,4691.0,4.0,86850.0,72003,5030.0,106837.0,56000.0,129761.0,205570.0,151800.0,450000,2015
toyota,2019.0,2019-08-13,mpv,"parf car, premium ad car",auto,1325.0,79.0,1496.0,1.0,14350.0,26667,682.0,26833.0,105000.0,17424.0,17424.0,82800.0,110000,2019
hyundai,2009.0,2009-03-16,mid-sized sedan,coe car,auto,1264.0,89.0,1591.0,4.0,8770.0,25525,1107.0,11581.0,173000.0,11943.0,11943.0,39800.0,81900,2009
nissan,2016.0,2016-12-06,suv,parf car,auto,1285.0,85.0,1197.0,1.0,12930.0,50951,508.0,20421.0,120000.0,18725.0,13725.0,37800.0,94788,2016
volkswagen,2017.0,2018-04-26,hatchback,parf car,auto,1257.0,81.0,999.0,3.0,14130.0,38510,392.0,26995.0,65000.0,18644.0,18644.0,63888.0,120000,2018
subaru,2016.0,2017-01-05,suv,parf car,auto,1684.0,129.0,2498.0,1.0,13040.0,46229,1798.0,26087.0,98000.0,23561.0,24986.0,43800.0,226888,2017
mercedes-benz,2023.0,2023-10-23,suv,"parf car, almost new car, premium ad car",auto,1550.0,96.0,1332.0,1.0,21470.0,106000,586.0,132126.0,10000.0,37068.0,43896.0,222888.0,197000,2023
honda,2022.0,2022-07-29,suv,"parf car, premium ad car",auto,1250.0,87.0,1496.0,1.0,15080.0,78899,682.0,69812.0,50000.0,23049.0,9269.0,124800.0,116800,2022
mercedes-benz,2015.0,2015-09-28,luxury sedan,parf car,auto,1935.0,245.0,2996.0,3.0,32320.0,62101,2382.0,88571.0,130000.0,96961.0,146530.0,114800.0,346000,2015
bmw,2009.0,2010-02-26,luxury sedan,"coe car, premium ad car",auto,1490.0,115.0,1995.0,3.0,12040.0,37502,1812.0,20189.0,149838.0,41467.0,41467.0,64800.0,240000,2010
mitsubishi,2016.0,2016-06-27,suv,parf car,auto,1355.0,110.0,1998.0,1.0,16170.0,56000,1210.0,22132.0,84200.0,17938.0,17938.0,41800.0,107000,2016
bmw,2010.0,2010-07-13,luxury sedan,coe car,auto,1725.0,150.0,2497.0,6.0,13620.0,33568,2514.0,20408.0,139831.5,41550.0,41550.0,82800.0,315000,2010
honda,2008.0,2010-01-22,hatchback,"coe car, premium ad car",auto,1010.0,73.0,1339.0,4.0,10830.0,32368,885.0,17878.0,145000.0,12293.0,12293.0,59800.0,107000,2010
mercedes-benz,2010.0,2011-01-03,luxury sedan,coe car,auto,1500.0,115.0,1597.0,4.0,12060.0,33140,1039.0,20865.0,201004.0,31893.0,31893.0,75900.0,192000,2011
mercedes-benz,2011.0,2011-03-22,luxury sedan,"coe car, sgcarmart warranty cars",auto,1500.0,115.0,1597.0,4.0,13120.0,36475,1039.0,23574.0,128266.5,30295.0,30295.0,84800.0,151000,2011
volkswagen,2010.0,2010-07-23,sports car,coe car,auto,1466.0,188.0,1984.0,3.0,18410.0,37941,1672.0,19781.0,139831.5,39198.0,39198.0,96000.0,238000,2010
bmw,2018.0,2018-09-20,sports car,"parf car, premium ad car",auto,1405.0,135.0,1998.0,2.0,26420.0,34381,1210.0,46886.0,66000.0,38582.0,46015.0,135800.0,196888,2018
volvo,2016.0,2016-05-26,luxury sedan,"parf car, premium ad car",auto,1589.0,90.0,1498.0,1.0,13610.0,47889,684.0,24003.0,104348.0,24806.0,26729.0,39800.0,201000,2016
suzuki,2023.0,2023-06-15,mpv,"parf car, premium ad car, hybrid cars",auto,1650.0,103.0,1797.0,1.0,24110.0,120702,974.0,110806.0,63000.0,29995.0,18993.0,222800.0,97000,2023
mercedes-benz,2010.0,2012-01-31,sports car,"coe car, premium ad car",auto,1575.0,150.0,1796.0,3.0,12710.0,79034,1266.0,60304.0,179215.0,54988.0,54988.0,97000.0,206000,2012
honda,2017.0,2018-01-30,stationwagon,"parf car, premium ad car",auto,1130.0,97.0,1496.0,1.0,14710.0,36890,682.0,19126.0,124170.0,18853.0,8853.0,57800.0,118000,2018
honda,2021.0,2021-06-04,suv,"parf car, low mileage car",auto,1191.0,96.0,1496.0,1.0,14320.0,41801,682.0,43834.0,25000.0,20335.0,20469.0,107800.0,117000,2021
toyota,2016.0,2016-12-23,luxury sedan,"parf car, premium ad car, low mileage car",auto,1475.0,133.0,2494.0,3.0,13860.0,46229,1792.0,31311.0,73000.0,29570.0,33398.0,50500.0,168000,2016
lexus,2020.0,2021-02-23,suv,"parf car, low mileage car",auto,1890.0,175.0,1998.0,1.0,26410.0,46002,1210.0,80356.0,20000.0,52859.0,67147.0,205800.0,140000,2021
bmw,2017.0,2017-06-28,luxury sedan,parf car,auto,1540.0,135.0,1998.0,1.0,19880.0,47501,1210.0,40826.0,91000.0,41713.0,45399.0,79555.0,278000,2017
mercedes-benz,2020.0,2021-03-31,suv,"parf car, rare & exotic, low mileage car",auto,2560.0,430.0,3982.0,3.0,84120.0,45001,3922.0,222107.0,28000.0,158015.0,256427.0,685000.0,560000,2021
hyundai,2018.0,2018-05-07,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,1115.0,73.0,1368.0,2.0,12870.0,38830,608.0,19566.0,56696.0,7777.0,7777.0,52000.0,85000,2018
bmw,2018.0,2018-03-09,suv,parf car,auto,1430.0,103.0,1499.0,3.0,17730.0,42322,684.0,42574.0,103700.0,35132.0,41185.0,86800.0,203000,2018
bmw,2015.0,2015-08-14,hatchback,"parf car, premium ad car",auto,1350.0,85.0,1496.0,3.0,17070.0,56209,1082.0,11959.0,144000.0,23460.0,9844.0,24800.0,150000,2015
mercedes-benz,2018.0,2019-09-27,luxury sedan,"parf car, hybrid cars",auto,1505.0,145.0,1497.0,3.0,21160.0,40512,684.0,52860.0,82000.0,35940.0,42316.0,132999.0,292000,2019
bmw,2019.0,2019-06-24,suv,parf car,auto,1430.0,103.0,1499.0,2.0,17620.0,35906,684.0,46893.0,69000.0,35726.0,42017.0,106800.0,203000,2019
nissan,2021.0,2021-12-31,mpv,"parf car, premium ad car, hybrid cars",auto,1758.0,100.0,1198.0,1.0,19600.0,80989,802.0,74495.0,63658.0,30826.0,20157.0,153800.0,180000,2021
mercedes-benz,2013.0,2013-05-28,hatchback,"coe car, low mileage car, sgcarmart warranty cars",auto,1395.0,115.0,1595.0,4.0,14400.0,74099,814.0,60883.0,91000.0,26303.0,18825.0,118288.0,198000,2013
hino,2018.0,2018-08-30,truck,direct owner sale,auto,2480.0,,4009.0,1.0,12540.0,30889,,12516.0,78000.0,30800.0,1540.0,50800.0,160000,2018
audi,2009.0,2009-12-03,sports car,"coe car, consignment car",auto,1550.0,155.0,1984.0,3.0,13020.0,37502,1791.0,19594.0,167000.0,40593.0,40593.0,68000.0,245000,2009
toyota,2020.0,2020-08-28,luxury sedan,"parf car, low mileage car, hybrid cars",auto,1570.0,160.0,2487.0,1.0,19980.0,35001,1784.0,42523.0,37000.0,32698.0,27778.0,137800.0,201800,2020
volkswagen,1970.0,2022-05-31,others,"imported used vehicle, coe car, rare & exotic, vintage cars",manual,880.0,39.0,1493.0,1.0,9140.0,6759,280.0,5381.0,90092.0,8434.0,8434.0,73000.0,60000,2022
audi,2011.0,2011-06-10,sports car,"coe car, direct owner sale, low mileage car",auto,1875.0,245.0,2995.0,3.0,15500.0,47316,3332.0,31721.0,105680.0,76949.0,76949.0,103888.0,346000,2011
citroen,2015.0,2015-11-27,hatchback,"parf car, premium ad car",auto,1320.0,88.0,1560.0,2.0,10940.0,59200,1144.0,13428.0,118947.0,23357.0,9700.0,19800.0,89200,2015
bmw,2011.0,2011-11-04,luxury sedan,"coe car, premium ad car",auto,2015.0,225.0,2979.0,6.0,19270.0,32914,3071.0,20461.0,128266.5,58764.0,58764.0,119800.0,250000,2011
suzuki,1981.0,1981-10-21,suv,"coe car, direct owner sale, rare & exotic, low mileage car, vintage cars",auto,,,797.0,6.0,21430.0,35200,,22171.0,30000.0,,,135000.0,60000,1981
mazda,2016.0,2016-12-01,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1472.0,121.0,1998.0,1.0,15190.0,56340,1210.0,29986.0,83000.0,24910.0,26874.0,50800.0,175000,2016
honda,2015.0,2016-02-26,hatchback,"opc car, parf car, premium ad car, low mileage car",auto,1040.0,73.0,1318.0,1.0,12870.0,34301,78.0,10254.0,63000.0,14382.0,9382.0,23800.0,102800,2016
mazda,2017.0,2018-04-30,mid-sized sedan,parf car,auto,1310.0,88.0,1496.0,3.0,13070.0,36810,682.0,23554.0,86000.0,14299.0,14299.0,57800.0,134800,2018
nissan,2019.0,2019-06-28,mid-sized sedan,"parf car, premium ad car",auto,1205.0,85.0,1598.0,1.0,12810.0,26999,742.0,25073.0,53500.0,16713.0,16713.0,71800.0,101800,2019
hyundai,2017.0,2017-09-20,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1345.0,93.0,1591.0,1.0,13950.0,46778,738.0,24732.0,118000.0,14567.0,14567.0,52800.0,121800,2017
toyota,2015.0,2015-12-30,mpv,"parf car, sgcarmart warranty cars",auto,1320.0,80.0,1496.0,3.0,17320.0,56001,682.0,16466.0,107000.0,19261.0,14261.0,33800.0,134800,2015
toyota,2019.0,2019-07-29,suv,"parf car, premium ad car",auto,1695.0,170.0,1998.0,1.0,20890.0,42002,1210.0,47509.0,74628.0,30806.0,35129.0,122800.0,211000,2019
toyota,2023.0,2023-11-21,mpv,"parf car, almost new car, low mileage car, hybrid cars",auto,1640.0,103.0,1797.0,1.0,20510.0,146002,974.0,147066.0,75.0,25251.0,12352.0,199800.0,182888,2023
audi,2018.0,2018-06-18,luxury sedan,parf car,auto,1280.0,85.0,999.0,2.0,15150.0,38001,392.0,31707.0,71000.0,24711.0,26596.0,70800.0,171800,2018
bmw,2013.0,2013-04-19,luxury sedan,"coe car, direct owner sale, low mileage car",auto,1750.0,235.0,2979.0,2.0,18170.0,109948,2834.0,97296.0,90000.0,81766.0,81766.0,160800.0,263000,2013
audi,2010.0,2010-09-09,luxury sedan,"coe car, premium ad car",auto,1615.0,155.0,1984.0,6.0,14810.0,33568,1672.0,20582.0,139831.5,41403.0,41403.0,90800.0,229800,2010
bmw,2011.0,2012-06-26,luxury sedan,"coe car, premium ad car",auto,1455.0,180.0,1997.0,3.0,15170.0,80583,1452.0,62170.0,128266.5,42458.0,42458.0,117000.0,200000,2012
bmw,2020.0,2021-11-12,suv,"parf car, direct owner sale, hybrid cars",auto,2175.0,247.0,2998.0,1.0,34770.0,85000,2384.0,151108.0,40000.0,83469.0,122245.0,318888.0,390000,2021
bmw,2018.0,2018-06-26,luxury sedan,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",auto,1660.0,185.0,1998.0,3.0,18680.0,38700,1210.0,48178.0,117100.0,46397.0,46956.0,98800.0,206000,2018
porsche,2019.0,2023-04-12,suv,"imported used vehicle, parf car, rare & exotic, hybrid cars",auto,2295.0,350.0,2995.0,1.0,,116201,,,13000.0,90628.0,170010.0,417800.0,370000,2023
bmw,2008.0,2008-12-19,sports car,"coe car, direct owner sale, low mileage car",manual,1560.0,225.0,2979.0,6.0,23190.0,33377,3543.0,13817.0,145000.0,54800.0,54800.0,96000.0,118000,2008
mercedes-benz,2022.0,2022-10-28,suv,"parf car, direct owner sale",auto,1550.0,96.0,1332.0,1.0,20840.0,78001,586.0,93198.0,39000.0,35045.0,41063.0,191800.0,244000,2022
toyota,2021.0,2021-04-16,sports car,"parf car, low mileage car",manual,1280.0,192.0,1618.0,3.0,22860.0,51900,766.0,70964.0,26000.0,39511.0,47316.0,179888.0,118000,2021
citroen,2022.0,2022-11-16,van,electric cars,auto,2000.0,,,2.0,12910.0,55258,,46553.0,16579.5,43025.0,2152.0,108800.0,138000,2022
porsche,2010.0,2010-03-16,sports car,coe car,auto,1450.0,235.0,3436.0,6.0,25380.0,39313,4602.0,21811.0,139831.5,95038.0,95038.0,140800.0,197000,2010
nissan,2016.0,2016-04-09,suv,parf car,auto,1285.0,85.0,1197.0,1.0,13520.0,45504,508.0,15939.0,87500.0,18974.0,13974.0,31500.0,124800,2016
skoda,2019.0,2020-03-10,mid-sized sedan,parf car,auto,1577.0,180.0,1984.0,2.0,18510.0,32801,1194.0,40824.0,92000.0,26681.0,29354.0,120800.0,205000,2020
bmw,2017.0,2018-02-28,luxury sedan,parf car,auto,1530.0,135.0,1998.0,1.0,22070.0,39000,1210.0,50821.0,108000.0,45675.0,55945.0,109800.0,239800,2018
mercedes-benz,2021.0,2021-10-22,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1425.0,100.0,1332.0,1.0,19620.0,70200,586.0,81405.0,39000.0,35124.0,41174.0,161800.0,185000,2021
audi,2016.0,2016-10-31,luxury sedan,parf car,auto,1450.0,110.0,1395.0,2.0,17740.0,54200,624.0,28137.0,98000.0,32034.0,26848.0,52800.0,165000,2016
kia,2009.0,2010-10-13,mid-sized sedan,"coe car, premium ad car, sgcarmart warranty cars",manual,1227.0,92.0,1591.0,5.0,10670.0,16570,1033.0,4286.0,153000.0,10288.0,10288.0,13800.0,107000,2010
hyundai,2017.0,2017-04-17,suv,"parf car, premium ad car, low mileage car",auto,1540.0,114.0,1999.0,1.0,17180.0,53300,1212.0,29352.0,65500.0,22664.0,23730.0,60588.0,164000,2017
honda,2024.0,2024-07-01,mpv,"parf car, almost new car, low mileage car, hybrid cars",auto,1840.0,242.0,1993.0,1.0,18850.0,104689,1204.0,103988.0,50.0,28559.0,26983.0,198800.0,189800,2024
mercedes-benz,2013.0,2013-03-12,hatchback,"coe car, premium ad car",auto,1395.0,115.0,1595.0,5.0,15650.0,47765,888.0,35647.0,162000.0,26404.0,16404.0,116800.0,208000,2013
lexus,2023.0,2023-06-30,luxury sedan,"parf car, hybrid cars",auto,1680.0,160.0,2487.0,1.0,24320.0,123000,1784.0,158400.0,13000.0,56893.0,80097.0,258000.0,241000,2023
audi,2018.0,2018-09-07,luxury sedan,"parf car, premium ad car",auto,1280.0,85.0,999.0,1.0,16700.0,30209,392.0,31404.0,70000.0,24711.0,26596.0,83999.0,171800,2018
toyota,2016.0,2017-05-29,mpv,"parf car, premium ad car",auto,1350.0,105.0,1797.0,1.0,15730.0,53001,974.0,28025.0,78290.0,20978.0,21370.0,55800.0,103800,2017
mercedes-benz,2010.0,2010-10-22,luxury sedan,"coe car, premium ad car, sgcarmart warranty cars",auto,1495.0,115.0,1796.0,6.0,12090.0,38216,1364.0,24280.0,139831.5,38917.0,38917.0,76800.0,175000,2010
bmw,2012.0,2012-09-26,luxury sedan,"coe car, premium ad car, sgcarmart warranty cars",auto,1620.0,180.0,1997.0,2.0,14600.0,97176,1452.0,79045.0,108000.0,47065.0,47065.0,118800.0,192000,2012
toyota,2014.0,2015-08-14,mpv,"parf car, premium ad car",auto,1790.0,125.0,2362.0,1.0,26500.0,60789,1638.0,25444.0,119350.0,29587.0,33422.0,47500.0,195000,2015
volkswagen,2013.0,2013-08-29,sports car,"coe car, premium ad car, low mileage car",auto,1370.0,162.0,1984.0,3.0,16280.0,118357,1313.0,108986.0,86000.0,33669.0,34137.0,149888.0,176000,2013
volvo,2017.0,2017-10-17,luxury sedan,"parf car, sgcarmart warranty cars",auto,1615.0,140.0,1969.0,1.0,14800.0,49012,1764.0,29786.0,84000.0,28059.0,21283.0,58800.0,223000,2017
lexus,2006.0,2006-04-28,luxury sedan,"coe car, premium ad car, low mileage car",auto,1625.0,153.0,2500.0,1.0,11690.0,47450,2700.0,8034.0,92000.0,40969.0,45066.0,19800.0,120000,2006
honda,2022.0,2022-08-26,van,-,auto,940.0,,658.0,1.0,9730.0,42312,,34696.0,16579.5,16642.0,833.0,79800.0,116000,2022
toyota,2017.0,2018-06-27,mpv,"parf car, premium ad car, hybrid cars",auto,1460.0,100.0,1797.0,2.0,15590.0,37010,974.0,29667.0,118598.0,29758.0,23662.0,72000.0,157000,2018
volvo,2019.0,2020-08-04,stationwagon,"parf car, premium ad car",auto,1863.0,235.0,1969.0,2.0,23630.0,35001,1176.0,60096.0,80000.0,42511.0,51516.0,170800.0,265000,2020
toyota,2017.0,2019-02-15,suv,"parf car, premium ad car",auto,1610.0,111.0,1986.0,1.0,18030.0,33689,1196.0,43748.0,86000.0,34834.0,40768.0,101800.0,195000,2019
skoda,2019.0,2019-12-20,mid-sized sedan,parf car,auto,1289.0,110.0,1395.0,1.0,14640.0,36000,624.0,34216.0,80000.0,19543.0,19543.0,89300.0,110000,2019
porsche,2010.0,2010-06-25,sports car,"coe car, premium ad car, low mileage car",auto,1875.0,294.0,4806.0,6.0,17890.0,33568,7294.0,20233.0,90000.0,150114.0,150114.0,107800.0,335000,2010
bmw,2014.0,2015-06-03,luxury sedan,"parf car, premium ad car",auto,1410.0,125.0,1598.0,4.0,18590.0,78001,742.0,21071.0,157000.0,32600.0,27640.0,31800.0,220000,2015
honda,2007.0,2007-11-29,mid-sized sedan,"coe car, premium ad car",auto,1312.0,114.0,1998.0,4.0,13820.0,50168,1815.0,17332.0,167800.0,21660.0,23826.0,47800.0,155000,2007
volvo,2016.0,2017-02-20,hatchback,"parf car, low mileage car",auto,1454.0,90.0,1498.0,1.0,13360.0,50889,684.0,25183.0,41000.0,23513.0,19919.0,44700.0,142000,2017
jaguar,2010.0,2010-11-08,luxury sedan,"coe car, premium ad car, sgcarmart warranty cars",auto,2027.0,202.0,2993.0,3.0,,39563,4806.0,,139831.5,80875.0,80875.0,85000.0,210000,2010
bmw,2017.0,2017-06-28,suv,parf car,auto,1430.0,100.0,1499.0,3.0,18540.0,52000,684.0,33465.0,108000.0,30855.0,30197.0,69800.0,203000,2017
mercedes-benz,2020.0,2021-02-08,suv,"parf car, low mileage car",auto,2025.0,375.0,3982.0,1.0,48280.0,49001,3922.0,164370.0,20000.0,113166.0,175699.0,409000.0,390000,2021
mercedes-benz,2015.0,2015-06-19,luxury sedan,parf car,auto,1465.0,135.0,1991.0,2.0,20490.0,78004,1202.0,26900.0,110000.0,37632.0,34685.0,38000.0,238000,2015
toyota,2011.0,2011-04-26,mid-sized sedan,"coe car, premium ad car",auto,1095.0,80.0,1497.0,4.0,11580.0,20699,958.0,7077.0,128266.5,11539.0,11539.0,19800.0,100000,2011
hino,2013.0,2013-06-27,truck,coe car,manual,17440.0,,12913.0,1.0,32910.0,40143,,32378.0,111000.0,73649.0,3683.0,132800.0,185000,2013
volkswagen,2016.0,2016-05-27,suv,parf car,auto,1551.0,118.0,1390.0,2.0,14340.0,51010,620.0,26311.0,127000.0,26998.0,29798.0,42800.0,200000,2016
Honda,2016.0,2016-08-23,stationwagon,"parf car, premium ad car, low mileage car",auto,1130.0,97.0,1496.0,2.0,14590.0,43107,682.0,14111.0,58000.0,18402.0,8402.0,34900.0,112000,2016
